CRN,Class Name,Time Start,Time End,Days,Date Start,Date End,Building,Room
16164,CTCT 3250,9:30 am,10:45 am,TR,"Aug 17, 2026","Dec 11, 2026",College of Education Bldg,2244
16166,CTCT 3250,9:30 am,10:45 am,MW,"Aug 17, 2026","Dec 11, 2026",College of Education Bldg,2242
16167,CTCT 3250,3:30 pm,4:45 pm,TR,"Aug 17, 2026","Dec 11, 2026",College of Education Bldg,2244
16168,CTCT 3250,9:30 am,10:45 am,MW,"Aug 17, 2026","Dec 11, 2026",College of Education Bldg,2111
16169,CTCT 3250,12:30 pm,1:45 pm,MW,"Aug 17, 2026","Dec 11, 2026",College of Education Bldg,2244
16170,CTCT 3250,2:00 pm,3:15 pm,TR,"Aug 17, 2026","Dec 11, 2026",College of Education Bldg,2244
16171,CTCT 3250,11:00 am,12:15 pm,MW,"Aug 17, 2026","Dec 11, 2026",College of Education Bldg,2111
16172,CTCT 3250,2:00 pm,3:15 pm,MW,"Aug 17, 2026","Dec 11, 2026",College of Education Bldg,2244
16173,CTCT 3250,12:30 pm,1:45 pm,MW,"Aug 17, 2026","Dec 11, 2026",College of Education Bldg,2111
16176,CTCT 3250,8:00 am,9:15 am,TR,"Aug 17, 2026","Dec 11, 2026",College of Education Bldg,2244
16177,CTCT 3250,12:30 pm,1:45 pm,TR,"Aug 17, 2026","Dec 11, 2026",College of Education Bldg,2109
16197,CTCT 4140,4:30 pm,7:20 pm,T,"Aug 17, 2026","Dec 11, 2026",College of Education Bldg,2203
16205,CTCT 5050,10:00 am,11:50 am,MW,"Aug 17, 2026","Dec 11, 2026",College of Education Bldg,2109
16205,CTCT 5050,10:00 am,10:50 am,F,"Aug 17, 2026","Dec 11, 2026",College of Education Bldg,2109
16206,CTCT 5060,1:00 pm,3:50 pm,M,"Aug 17, 2026","Dec 11, 2026",College of Education Bldg,2203
16207,CTCT 5200,8:00 am,9:15 am,MW,"Aug 17, 2026","Dec 11, 2026",College of Education Bldg,2109
16209,CTCT 5240,11:00 am,12:15 pm,TR,"Aug 17, 2026","Dec 11, 2026",College of Education Bldg,2244
16211,CTCT 6050,12:30 pm,1:45 pm,TR,"Aug 17, 2026","Dec 11, 2026",College of Education Bldg,2203
16212,CTCT 6050,10:00 am,11:50 am,MW,"Aug 17, 2026","Dec 11, 2026",College of Education Bldg,2109
16212,CTCT 6050,10:00 am,10:50 am,F,"Aug 17, 2026","Dec 11, 2026",College of Education Bldg,2109
16213,CTCT 6050,12:30 pm,1:45 pm,TR,"Aug 17, 2026","Dec 11, 2026",College of Education Bldg,2203
16215,CTCT 6050,12:30 pm,1:45 pm,TR,"Aug 17, 2026","Dec 11, 2026",College of Education Bldg,2203
16216,CTCT 6060,1:00 pm,3:50 pm,M,"Aug 17, 2026","Dec 11, 2026",College of Education Bldg,2203
16218,CTCT 6060,1:00 pm,3:50 pm,M,"Aug 17, 2026","Dec 11, 2026",College of Education Bldg,2203
16219,CTCT 6200,8:00 am,9:15 am,MW,"Aug 17, 2026","Dec 11, 2026",College of Education Bldg,2109
16221,CTCT 6240,11:00 am,12:15 pm,TR,"Aug 17, 2026","Dec 11, 2026",College of Education Bldg,2244
16223,CTCT 7000,1:00 pm,1:50 pm,MWF,"Aug 17, 2026","Dec 11, 2026",College of Education Bldg,2242
16228,CTCT 7100,9:00 am,11:50 am,T,"Aug 17, 2026","Dec 11, 2026",College of Education Bldg,1420
16230,CTCT 7300,9:30 am,10:45 am,TR,"Aug 17, 2026","Dec 11, 2026",College of Education Bldg,2242
16234,CTCT 7730,11:00 am,11:50 am,MWF,"Aug 17, 2026","Dec 11, 2026",College of Education Bldg,1420
16236,CTCT 7750,3:00 pm,5:50 pm,W,"Aug 17, 2026","Dec 11, 2026",College of Education Bldg,1424
16238,CTCT 7780,12:30 pm,1:45 pm,TR,"Aug 17, 2026","Dec 11, 2026",College of Education Bldg,2244
16247,CTCT 7970,10:00 am,12:50 pm,W,"Aug 17, 2026","Dec 11, 2026",College of Education Bldg,1424
18924,CTCT 8810,11:00 am,1:50 pm,W,"Aug 17, 2026","Dec 11, 2026",College of Education Bldg,2203
11549,CHEN 1000,12:30 pm,1:45 pm,T,"Aug 17, 2026","Dec 11, 2026",Ross Hall,309
18172,CHEN 1000,3:00 pm,3:50 pm,M,"Aug 17, 2026","Dec 11, 2026",Brown-Kopel Engineering Bldg,2133
18172,CHEN 1000,2:00 pm,3:15 pm,T,"Aug 17, 2026","Dec 11, 2026",Ross Hall,309
11550,CHEN 1007,3:00 pm,3:50 pm,M,"Aug 17, 2026","Dec 11, 2026",Brown-Kopel Engineering Bldg,2133
11551,CHEN 1007,3:00 pm,3:50 pm,M,"Aug 17, 2026","Dec 11, 2026",Brown-Kopel Engineering Bldg,2133
11552,CHEN 1007,3:00 pm,3:50 pm,M,"Aug 17, 2026","Dec 11, 2026",Brown-Kopel Engineering Bldg,2133
18173,CHEN 1007,3:00 pm,3:50 pm,M,"Aug 17, 2026","Dec 11, 2026",Brown-Kopel Engineering Bldg,2133
18173,CHEN 1007,2:00 pm,3:15 pm,T,"Aug 17, 2026","Dec 11, 2026",Ross Hall,309
11554,CHEN 2100,1:00 pm,1:50 pm,MWF,"Aug 17, 2026","Dec 11, 2026",Foy Hall,258
11555,CHEN 2100,1:00 pm,1:50 pm,MWF,"Aug 17, 2026","Dec 11, 2026",Foy Hall,258
11555,CHEN 2100,11:00 am,12:15 pm,TR,"Aug 17, 2026","Dec 11, 2026",Shelby Center,1113
11556,CHEN 2100,1:00 pm,1:50 pm,MWF,"Aug 17, 2026","Dec 11, 2026",Foy Hall,258
11556,CHEN 2100,11:00 am,12:15 pm,TR,"Aug 17, 2026","Dec 11, 2026",Charles E Davis Aerospace Hall,358
11557,CHEN 2110,11:00 am,12:15 pm,TR,"Aug 17, 2026","Dec 11, 2026",Charles E Davis Aerospace Hall,254
11559,CHEN 2650,2:00 pm,2:50 pm,MWF,"Aug 17, 2026","Dec 11, 2026",Charles E Davis Aerospace Hall,257
11563,CHEN 3600,1:00 pm,1:50 pm,MW,"Aug 17, 2026","Dec 11, 2026",Broun Hall,239
11564,CHEN 3620,8:00 am,8:50 am,MWF,"Aug 17, 2026","Dec 11, 2026",Brown-Kopel Engineering Bldg,2133
11565,CHEN 3650,10:00 am,10:50 am,MW,"Aug 17, 2026","Dec 11, 2026",Charles E Davis Aerospace Hall,256
11566,CHEN 3660,9:00 am,9:50 am,MWF,"Aug 17, 2026","Dec 11, 2026",Ross Hall,136
11567,CHEN 3700,8:00 am,9:15 am,TR,"Aug 17, 2026","Dec 11, 2026",Ross Hall,136
18409,CHEN 3820,2:00 pm,2:50 pm,T,"Aug 17, 2026","Dec 11, 2026",Charles E Davis Aerospace Hall,256
11570,CHEN 4100,1:00 pm,1:50 pm,W,"Aug 17, 2026","Dec 11, 2026",Charles E Davis Aerospace Hall,356
11571,CHEN 4170,12:30 pm,1:45 pm,TR,"Aug 17, 2026","Dec 11, 2026",Tichenor Hall,215
11574,CHEN 4460,9:30 am,10:45 am,R,"Aug 17, 2026","Dec 11, 2026",Broun Hall,238
11584,CHEN 5130,8:00 am,9:15 am,TR,"Aug 17, 2026","Dec 11, 2026",Shelby Center,1120
11586,CHEN 5970,9:30 am,10:45 am,TR,"Aug 17, 2026","Dec 11, 2026",Lowder Hall,21
11588,CHEN 6110,8:00 am,8:50 am,MWF,"Aug 17, 2026","Dec 11, 2026",Ramsay Hall,304B
11589,CHEN 6110,8:00 am,8:50 am,MWF,"Aug 17, 2026","Dec 11, 2026",Ramsay Hall,304B
11590,CHEN 6130,8:00 am,9:15 am,TR,"Aug 17, 2026","Dec 11, 2026",Shelby Center,1120
11591,CHEN 6130,8:00 am,9:15 am,TR,"Aug 17, 2026","Dec 11, 2026",Shelby Center,1120
11593,CHEN 6410,3:30 pm,4:45 pm,TR,"Aug 17, 2026","Dec 11, 2026",Shelby Center,1122
11594,CHEN 6970,9:30 am,10:45 am,TR,"Aug 17, 2026","Dec 11, 2026",Lowder Hall,21
11596,CHEN 6970,9:30 am,10:45 am,TR,"Aug 17, 2026","Dec 11, 2026",Lowder Hall,21
11599,CHEN 7100,9:00 am,9:50 am,MWF,"Aug 17, 2026","Dec 11, 2026",Ramsay Hall,200
11601,CHEN 7200,10:00 am,10:50 am,MWF,"Aug 17, 2026","Dec 11, 2026",Ramsay Hall,201
11602,CHEN 7950,3:00 pm,3:50 pm,W,"Aug 17, 2026","Dec 11, 2026",Brown-Kopel Engineering Bldg,2133
12415,CHEM 1010,9:30 am,10:45 am,TR,"Aug 17, 2026","Dec 11, 2026",Academic Classroom/Lab Complex,161
12417,CHEM 1011,3:30 pm,6:20 pm,R,"Aug 17, 2026","Dec 11, 2026",Science Center Laboratory Bldg,202
12418,CHEM 1011,12:00 pm,2:50 pm,W,"Aug 17, 2026","Dec 11, 2026",Science Center Laboratory Bldg,202
12421,CHEM 1030,8:00 am,8:50 am,MWF,"Aug 17, 2026","Dec 11, 2026",Chemistry Bldg,151
12419,CHEM 1030,11:00 am,11:50 am,MWF,"Aug 17, 2026","Dec 11, 2026",Chemistry Bldg,151
12425,CHEM 1030,11:00 am,11:50 am,MWF,"Aug 17, 2026","Dec 11, 2026",Chemistry Bldg,134
12422,CHEM 1030,12:00 pm,12:50 pm,MWF,"Aug 17, 2026","Dec 11, 2026",Chemistry Bldg,151
12424,CHEM 1030,1:00 pm,1:50 pm,MWF,"Aug 17, 2026","Dec 11, 2026",Chemistry Bldg,134
12420,CHEM 1030,8:00 am,9:15 am,TR,"Aug 17, 2026","Dec 11, 2026",Chemistry Bldg,151
12426,CHEM 1030,9:30 am,10:45 am,TR,"Aug 17, 2026","Dec 11, 2026",Chemistry Bldg,134
12429,CHEM 1030,11:00 am,12:15 pm,TR,"Aug 17, 2026","Dec 11, 2026",Chemistry Bldg,151
12423,CHEM 1030,12:30 pm,1:45 pm,TR,"Aug 17, 2026","Dec 11, 2026",Chemistry Bldg,134
18244,CHEM 1030,8:00 am,8:50 am,MWF,"Aug 17, 2026","Dec 11, 2026",Chemistry Bldg,134
18141,CHEM 1030,9:30 am,10:45 am,TR,"Aug 17, 2026","Dec 11, 2026",Academic Classroom/Lab Complex,002
18142,CHEM 1030,3:30 pm,4:45 pm,TR,"Aug 17, 2026","Dec 11, 2026",Academic Classroom/Lab Complex,002
12428,CHEM 1030,3:00 pm,3:50 pm,MWF,"Aug 17, 2026","Dec 11, 2026",Science Center Auditorium,101
12434,CHEM 1031,12:00 pm,2:50 pm,M,"Aug 17, 2026","Dec 11, 2026",Science Center Laboratory Bldg,102
12463,CHEM 1031,8:00 am,10:50 am,R,"Aug 17, 2026","Dec 11, 2026",Science Center Laboratory Bldg,121
12465,CHEM 1031,12:30 pm,3:20 pm,R,"Aug 17, 2026","Dec 11, 2026",Science Center Laboratory Bldg,102
12466,CHEM 1031,12:30 pm,3:20 pm,R,"Aug 17, 2026","Dec 11, 2026",Science Center Laboratory Bldg,121
12467,CHEM 1031,12:30 pm,3:20 pm,R,"Aug 17, 2026","Dec 11, 2026",Science Center Laboratory Bldg,125
12468,CHEM 1031,3:30 pm,6:20 pm,R,"Aug 17, 2026","Dec 11, 2026",Science Center Laboratory Bldg,102
12469,CHEM 1031,3:30 pm,6:20 pm,R,"Aug 17, 2026","Dec 11, 2026",Science Center Laboratory Bldg,121
12470,CHEM 1031,3:30 pm,6:20 pm,R,"Aug 17, 2026","Dec 11, 2026",Science Center Laboratory Bldg,125
12471,CHEM 1031,8:00 am,10:50 am,F,"Aug 17, 2026","Dec 11, 2026",Science Center Laboratory Bldg,102
12472,CHEM 1031,8:00 am,10:50 am,F,"Aug 17, 2026","Dec 11, 2026",Science Center Laboratory Bldg,105
12473,CHEM 1031,8:00 am,10:50 am,F,"Aug 17, 2026","Dec 11, 2026",Science Center Laboratory Bldg,121
12474,CHEM 1031,8:00 am,10:50 am,F,"Aug 17, 2026","Dec 11, 2026",Science Center Laboratory Bldg,125
12437,CHEM 1031,12:00 pm,2:50 pm,F,"Aug 17, 2026","Dec 11, 2026",Science Center Laboratory Bldg,102
12441,CHEM 1031,12:00 pm,2:50 pm,F,"Aug 17, 2026","Dec 11, 2026",Science Center Laboratory Bldg,105
12445,CHEM 1031,12:00 pm,2:50 pm,F,"Aug 17, 2026","Dec 11, 2026",Science Center Laboratory Bldg,121
12475,CHEM 1031,12:00 pm,2:50 pm,F,"Aug 17, 2026","Dec 11, 2026",Science Center Laboratory Bldg,125
12476,CHEM 1040,9:00 am,9:50 am,MWF,"Aug 17, 2026","Dec 11, 2026",Chemistry Bldg,134
12477,CHEM 1040,11:00 am,11:50 am,MWF,"Aug 17, 2026","Dec 11, 2026",Science Center Auditorium,101
18220,CHEM 1041,12:00 pm,2:50 pm,M,"Aug 17, 2026","Dec 11, 2026",Science Center Laboratory Bldg,105
18221,CHEM 1041,3:00 pm,5:50 pm,M,"Aug 17, 2026","Dec 11, 2026",Science Center Laboratory Bldg,105
18222,CHEM 1041,8:00 am,10:50 am,T,"Aug 17, 2026","Dec 11, 2026",Science Center Laboratory Bldg,105
12487,CHEM 1110,11:00 am,11:50 am,MWF,"Aug 17, 2026","Dec 11, 2026",Academic Classroom/Lab Complex,208
12489,CHEM 1111,3:30 pm,6:20 pm,T,"Aug 17, 2026","Dec 11, 2026",Science Center Laboratory Bldg,202
12491,CHEM 1111,12:30 pm,3:20 pm,R,"Aug 17, 2026","Dec 11, 2026",Science Center Laboratory Bldg,202
12493,CHEM 1117,11:00 am,11:50 am,MWF,"Aug 17, 2026","Dec 11, 2026",Academic Classroom/Lab Complex,161
12496,CHEM 2070,9:00 am,9:50 am,MWF,"Aug 17, 2026","Dec 11, 2026",Chemistry Bldg,151
12497,CHEM 2070,10:00 am,10:50 am,MWF,"Aug 17, 2026","Dec 11, 2026",Chemistry Bldg,134
12498,CHEM 2070,11:00 am,12:15 pm,TR,"Aug 17, 2026","Dec 11, 2026",Academic Classroom/Lab Complex,153
18140,CHEM 2070,2:00 pm,2:50 pm,MWF,"Aug 17, 2026","Dec 11, 2026",Academic Classroom/Lab Complex,002
12510,CHEM 2071,8:00 am,10:50 am,T,"Aug 17, 2026","Dec 11, 2026",Science Center Laboratory Bldg,406
12525,CHEM 2071,8:00 am,10:50 am,T,"Aug 17, 2026","Dec 11, 2026",Science Center Laboratory Bldg,425
12526,CHEM 2071,8:00 am,10:50 am,T,"Aug 17, 2026","Dec 11, 2026",Science Center Laboratory Bldg,428
12514,CHEM 2071,3:00 pm,5:50 pm,W,"Aug 17, 2026","Dec 11, 2026",Science Center Laboratory Bldg,425
12515,CHEM 2071,3:00 pm,5:50 pm,W,"Aug 17, 2026","Dec 11, 2026",Science Center Laboratory Bldg,428
12516,CHEM 2071,8:00 am,10:50 am,R,"Aug 17, 2026","Dec 11, 2026",Science Center Laboratory Bldg,406
12517,CHEM 2071,8:00 am,10:50 am,R,"Aug 17, 2026","Dec 11, 2026",Science Center Laboratory Bldg,425
12519,CHEM 2071,12:30 pm,3:20 pm,R,"Aug 17, 2026","Dec 11, 2026",Science Center Laboratory Bldg,406
12523,CHEM 2071,3:30 pm,6:20 pm,R,"Aug 17, 2026","Dec 11, 2026",Science Center Laboratory Bldg,425
12524,CHEM 2071,3:30 pm,6:20 pm,R,"Aug 17, 2026","Dec 11, 2026",Science Center Laboratory Bldg,428
12527,CHEM 2077,9:00 am,9:50 am,MWF,"Aug 17, 2026","Dec 11, 2026",Science Center Classroom Bldg,129
12529,CHEM 2078,3:30 pm,6:20 pm,T,"Aug 17, 2026","Dec 11, 2026",Science Center Laboratory Bldg,406
12528,CHEM 2078,12:00 pm,2:50 pm,W,"Aug 17, 2026","Dec 11, 2026",Science Center Laboratory Bldg,406
12530,CHEM 2080,10:00 am,10:50 am,MWF,"Aug 17, 2026","Dec 11, 2026",Chemistry Bldg,151
18251,CHEM 2080,12:30 pm,1:45 pm,TR,"Aug 17, 2026","Dec 11, 2026",Science Center Classroom Bldg,115
18240,CHEM 2081,8:00 am,10:50 am,T,"Aug 17, 2026","Dec 11, 2026",Science Center Laboratory Bldg,402
12537,CHEM 2081,8:00 am,10:50 am,R,"Aug 17, 2026","Dec 11, 2026",Science Center Laboratory Bldg,402
12540,CHEM 3050,9:30 am,10:45 am,TR,"Aug 17, 2026","Dec 11, 2026",Science Center Classroom Bldg,129
12542,CHEM 3051,11:00 am,1:50 pm,T,"Aug 17, 2026","Dec 11, 2026",Science Center Laboratory Bldg,302
12544,CHEM 3160,2:00 pm,2:50 pm,MWF,"Aug 17, 2026","Dec 11, 2026",Science Center Classroom Bldg,122
12545,CHEM 4070,9:00 am,9:50 am,MWF,"Aug 17, 2026","Dec 11, 2026",Chemistry Bldg,156
12547,CHEM 4071,1:00 pm,3:50 pm,R,"Aug 17, 2026","Dec 11, 2026",Science Center Laboratory Bldg,306
12548,CHEM 4100,8:00 am,8:50 am,MWF,"Aug 17, 2026","Dec 11, 2026",Chemistry Bldg,156
12552,CHEM 4950,1:00 pm,1:50 pm,F,"Aug 17, 2026","Dec 11, 2026",Chemistry Bldg,156
12553,CHEM 4950,2:00 pm,2:50 pm,T,"Aug 17, 2026","Dec 11, 2026",Chemistry Bldg,156
12554,CHEM 4950,4:00 pm,4:50 pm,T,"Aug 17, 2026","Dec 11, 2026",Chemistry Bldg,156
12555,CHEM 4950,12:00 pm,12:50 pm,F,"Aug 17, 2026","Dec 11, 2026",Chemistry Bldg,156
12556,CHEM 4950,12:00 pm,12:50 pm,M,"Aug 17, 2026","Dec 11, 2026",Chemistry Bldg,156
12578,CHEM 6280,9:30 am,10:45 am,TR,"Aug 17, 2026","Dec 11, 2026",Academic Classroom/Lab Complex,208
12578,CHEM 6280,12:00 pm,12:50 pm,F,"Aug 17, 2026","Dec 11, 2026",Academic Classroom/Lab Complex,208
12579,CHEM 7100,9:30 am,10:45 am,TR,"Aug 17, 2026","Dec 11, 2026",Chemistry Bldg,156
12580,CHEM 7200,10:00 am,10:50 am,MWF,"Aug 17, 2026","Dec 11, 2026",Chemistry Bldg,156
12581,CHEM 7220,11:00 am,12:15 pm,TR,"Aug 17, 2026","Dec 11, 2026",Chemistry Bldg,156
12582,CHEM 7300,8:00 am,9:15 am,TR,"Aug 17, 2026","Dec 11, 2026",Chemistry Bldg,156
12583,CHEM 7500,12:30 pm,1:45 pm,TR,"Aug 17, 2026","Dec 11, 2026",Chemistry Bldg,156
18145,CHEM 7560,12:00 pm,12:50 pm,MWF,"Aug 17, 2026","Dec 11, 2026",Science Center Classroom Bldg,122
12586,CHEM 7750,2:00 pm,2:50 pm,T,"Aug 17, 2026","Dec 11, 2026",Chemistry Bldg,156
12587,CHEM 7750,4:00 pm,4:50 pm,T,"Aug 17, 2026","Dec 11, 2026",Chemistry Bldg,156
12610,CHEM 7950,4:00 pm,4:50 pm,M,"Aug 17, 2026","Dec 11, 2026",Chemistry Bldg,156
13693,CIVL 3010,11:00 am,12:15 pm,TR,"Aug 17, 2026","Dec 11, 2026",Brown-Kopel Engineering Bldg,2133
13694,CIVL 3010,11:00 am,12:15 pm,TR,"Aug 17, 2026","Dec 11, 2026",Brown-Kopel Engineering Bldg,2133
13695,CIVL 3010,11:00 am,12:15 pm,TR,"Aug 17, 2026","Dec 11, 2026",Brown-Kopel Engineering Bldg,2133
13695,CIVL 3010,4:00 pm,5:50 pm,W,"Aug 17, 2026","Dec 11, 2026",Harbert Center,216
13696,CIVL 3010,11:00 am,12:15 pm,TR,"Aug 17, 2026","Dec 11, 2026",Brown-Kopel Engineering Bldg,2133
13697,CIVL 3110,10:00 am,10:50 am,MWF,"Aug 17, 2026","Dec 11, 2026",Brown-Kopel Engineering Bldg,2117
13697,CIVL 3110,4:00 pm,5:50 pm,M,"Aug 17, 2026","Dec 11, 2026",Harbert Center,101A
13698,CIVL 3110,10:00 am,10:50 am,MWF,"Aug 17, 2026","Dec 11, 2026",Brown-Kopel Engineering Bldg,2117
13698,CIVL 3110,4:00 pm,5:50 pm,T,"Aug 17, 2026","Dec 11, 2026",Harbert Center,101A
13699,CIVL 3110,10:00 am,10:50 am,MWF,"Aug 17, 2026","Dec 11, 2026",Brown-Kopel Engineering Bldg,2117
13699,CIVL 3110,4:00 pm,5:50 pm,W,"Aug 17, 2026","Dec 11, 2026",Harbert Center,101A
13700,CIVL 3110,10:00 am,10:50 am,MWF,"Aug 17, 2026","Dec 11, 2026",Brown-Kopel Engineering Bldg,2117
13700,CIVL 3110,4:00 pm,5:50 pm,R,"Aug 17, 2026","Dec 11, 2026",Harbert Center,101A
13701,CIVL 3230,12:00 pm,12:50 pm,MWF,"Aug 17, 2026","Dec 11, 2026",Brown-Kopel Engineering Bldg,2133
13702,CIVL 3230,12:00 pm,12:50 pm,MWF,"Aug 17, 2026","Dec 11, 2026",Brown-Kopel Engineering Bldg,2133
13703,CIVL 3230,12:00 pm,12:50 pm,MWF,"Aug 17, 2026","Dec 11, 2026",Brown-Kopel Engineering Bldg,2133
13704,CIVL 3230,12:00 pm,12:50 pm,MWF,"Aug 17, 2026","Dec 11, 2026",Brown-Kopel Engineering Bldg,2133
13705,CIVL 3310,4:00 pm,5:50 pm,M,"Aug 17, 2026","Dec 11, 2026",Harbert Center,108
13706,CIVL 3310,4:00 pm,5:50 pm,T,"Aug 17, 2026","Dec 11, 2026",Harbert Center,108
13707,CIVL 3310,4:00 pm,5:50 pm,W,"Aug 17, 2026","Dec 11, 2026",Harbert Center,108
13708,CIVL 3310,11:00 am,11:50 am,MWF,"Aug 17, 2026","Dec 11, 2026",Ramsay Hall,314
13708,CIVL 3310,4:00 pm,5:50 pm,R,"Aug 17, 2026","Dec 11, 2026",Harbert Center,108
13709,CIVL 3310,11:00 am,11:50 am,MWF,"Aug 17, 2026","Dec 11, 2026",Ramsay Hall,314
13710,CIVL 3410,8:00 am,9:15 am,TR,"Aug 17, 2026","Dec 11, 2026",Brown-Kopel Engineering Bldg,2133
18741,CIVL 3510,9:00 am,9:50 am,W,"Aug 17, 2026","Dec 11, 2026",Brown-Kopel Engineering Bldg,2133
13712,CIVL 3610,8:00 am,8:50 am,MWF,"Aug 17, 2026","Dec 11, 2026",Brown-Kopel Engineering Bldg,2117
13713,CIVL 3610,8:00 am,8:50 am,MWF,"Aug 17, 2026","Dec 11, 2026",Brown-Kopel Engineering Bldg,2117
13714,CIVL 3610,8:00 am,8:50 am,MWF,"Aug 17, 2026","Dec 11, 2026",Brown-Kopel Engineering Bldg,2117
13715,CIVL 3610,8:00 am,8:50 am,MWF,"Aug 17, 2026","Dec 11, 2026",Charles E Davis Aerospace Hall,155
13716,CIVL 3610,8:00 am,8:50 am,MWF,"Aug 17, 2026","Dec 11, 2026",Charles E Davis Aerospace Hall,155
13716,CIVL 3610,2:00 pm,3:50 pm,R,"Aug 17, 2026","Dec 11, 2026",Harbert Center,112
13717,CIVL 3820,11:00 am,11:50 am,TR,"Aug 17, 2026","Dec 11, 2026",Charles E Davis Aerospace Hall,155
18805,CIVL 3820,11:00 am,11:50 am,TR,"Aug 17, 2026","Dec 11, 2026",Charles E Davis Aerospace Hall,155
18806,CIVL 3820,11:00 am,11:50 am,TR,"Aug 17, 2026","Dec 11, 2026",Charles E Davis Aerospace Hall,155
18807,CIVL 3820,11:00 am,11:50 am,TR,"Aug 17, 2026","Dec 11, 2026",Charles E Davis Aerospace Hall,155
13722,CIVL 4230,12:00 pm,12:50 pm,MWF,"Aug 17, 2026","Dec 11, 2026",Harbert Center,216
13723,CIVL 4420,8:00 am,9:15 am,TR,"Aug 17, 2026","Dec 11, 2026",Broun Hall,238
18045,CIVL 4490,8:00 am,9:15 am,TR,"Aug 17, 2026","Dec 11, 2026",Harbert Center,111
13724,CIVL 4530,9:30 am,10:45 am,TR,"Aug 17, 2026","Dec 11, 2026",Ramsay Hall,314
13725,CIVL 4650,8:00 am,8:50 am,MWF,"Aug 17, 2026","Dec 11, 2026",Ramsay Hall,314
13726,CIVL 4690,9:00 am,9:50 am,MWF,"Aug 17, 2026","Dec 11, 2026",Harbert Center,111
13727,CIVL 5110,1:00 pm,1:50 pm,MWF,"Aug 17, 2026","Dec 11, 2026",Shelby Center,1122
13728,CIVL 5210,9:30 am,10:45 am,TR,"Aug 17, 2026","Dec 11, 2026",Shelby Center,1120
17963,CIVL 5230,11:00 am,12:15 pm,TR,"Aug 17, 2026","Dec 11, 2026",Ramsay Hall,202A
13729,CIVL 5410,3:30 pm,4:45 pm,TR,"Aug 17, 2026","Dec 11, 2026",Charles E Davis Aerospace Hall,254
13731,CIVL 5440,2:00 pm,3:15 pm,TR,"Aug 17, 2026","Dec 11, 2026",Ramsay Hall,314
18044,CIVL 5450,9:30 am,10:45 am,TR,"Aug 17, 2026","Dec 11, 2026",Harbert Center,111
18034,CIVL 5620,10:00 am,10:50 am,MWF,"Aug 17, 2026","Dec 11, 2026",Ramsay Hall,200
18031,CIVL 5640,8:00 am,8:50 am,MWF,"Aug 17, 2026","Dec 11, 2026",Ramsay Hall,200
18035,CIVL 5670,11:00 am,11:50 am,MWF,"Aug 17, 2026","Dec 11, 2026",Ramsay Hall,200
13735,CIVL 5720,9:00 am,9:50 am,MWF,"Aug 17, 2026","Dec 11, 2026",Ramsay Hall,202A
13736,CIVL 5810,11:00 am,12:15 pm,TR,"Aug 17, 2026","Dec 11, 2026",Ramsay Hall,304B
18047,CIVL 5970,2:00 pm,3:15 pm,TR,"Aug 17, 2026","Dec 11, 2026",Broun Hall,113
13739,CIVL 6110,1:00 pm,1:50 pm,MWF,"Aug 17, 2026","Dec 11, 2026",Shelby Center,1122
13741,CIVL 6210,9:30 am,10:45 am,TR,"Aug 17, 2026","Dec 11, 2026",Shelby Center,1120
17964,CIVL 6230,11:00 am,12:15 pm,TR,"Aug 17, 2026","Dec 11, 2026",Ramsay Hall,202A
13743,CIVL 6410,3:30 pm,4:45 pm,TR,"Aug 17, 2026","Dec 11, 2026",Charles E Davis Aerospace Hall,254
13745,CIVL 6440,2:00 pm,3:15 pm,TR,"Aug 17, 2026","Dec 11, 2026",Ramsay Hall,314
18046,CIVL 6450,9:30 am,10:45 am,TR,"Aug 17, 2026","Dec 11, 2026",Harbert Center,111
18036,CIVL 6620,10:00 am,10:50 am,MWF,"Aug 17, 2026","Dec 11, 2026",Ramsay Hall,200
18032,CIVL 6640,8:00 am,8:50 am,MWF,"Aug 17, 2026","Dec 11, 2026",Ramsay Hall,200
18038,CIVL 6670,11:00 am,11:50 am,MWF,"Aug 17, 2026","Dec 11, 2026",Ramsay Hall,200
13751,CIVL 6720,9:00 am,9:50 am,MWF,"Aug 17, 2026","Dec 11, 2026",Ramsay Hall,202A
13753,CIVL 6810,11:00 am,12:15 pm,TR,"Aug 17, 2026","Dec 11, 2026",Ramsay Hall,304B
18048,CIVL 6970,2:00 pm,3:15 pm,TR,"Aug 17, 2026","Dec 11, 2026",Broun Hall,113
18052,CIVL 7330,8:00 am,9:15 am,TR,"Aug 17, 2026","Dec 11, 2026",Ramsay Hall,314
18050,CIVL 7360,11:00 am,12:15 pm,TR,"Aug 17, 2026","Dec 11, 2026",Ramsay Hall,201
18040,CIVL 7630,12:00 pm,1:30 pm,MW,"Aug 17, 2026","Dec 11, 2026",Ramsay Hall,202A
13771,CIVL 7970,8:00 am,10:45 am,T,"Aug 17, 2026","Dec 11, 2026",Ramsay Hall,201
13351,COMM 1000,8:00 am,8:50 am,MWF,"Aug 17, 2026","Dec 11, 2026",Tichenor Hall,111
13352,COMM 1000,9:00 am,9:50 am,MWF,"Aug 17, 2026","Dec 11, 2026",Tichenor Hall,111
13353,COMM 1000,9:00 am,9:50 am,MWF,"Aug 17, 2026","Dec 11, 2026",Haley Center,2224
13354,COMM 1000,9:00 am,9:50 am,MWF,"Aug 17, 2026","Dec 11, 2026",Haley Center,2324
